Lon,Lat,Precipitation,Log(Precipitation),Elevation,30 Year Average September Precipitation,30 Year Average September Temperature,Residual
-87.85511352,32.54488496,0.293739418,-0.932065965,29,87.69029999,24.23110008,-0.523323158
-87.55938271,32.54062035,0.070346075,-1.769923175,45,93.68299866,24.49689865,-1.580611438
-87.45511199,32.54488496,0.041007746,-1.958940457,73,94.9048996,24.34469986,-1.789457159
-87.25937965,32.54062035,0.203433381,-1.192593194,63,98.59899902,24.37409973,-1.157781625
-87.0551181,32.54488496,0.112478976,-1.548912231,96,101.3199997,24.20549965,-1.593091776
-86.85937813,32.54062035,0.109047636,-1.565193131,112,102.8936996,24.29759979,-1.730350208
-86.25511504,32.54488496,1.019836966,0.113183108,60,86.36019897,24.98019981,-0.446304228
-85.9593766,32.54062035,1.299493548,0.33611042,121,94.90309906,24.16149902,-0.285063398
-85.85511352,32.54488496,2.668809495,1.018417443,117,95.4713974,24.12479973,0.329767993
-85.75937965,32.54062035,2.501850057,0.956222752,137,92.53919983,24.08279991,0.246790085
-85.45511199,32.54488496,3.188036035,1.190290437,172,91.70009613,24.01549911,0.319199563
-85.35937813,32.54062035,5.276043417,1.681952679,198,91.69329834,23.86680031,0.790036029
-85.15511657,32.54488496,4.394818408,1.502925269,178,91.17630005,24.27859879,0.392341185
-85.05938271,32.54062035,3.840325561,1.371263349,151,90.51239777,24.38389969,0.166274646
-84.85511352,32.54488496,4.196868965,1.45788661,137,90.44529724,24.44199944,0.089790945
-84.65938118,32.54062035,4.907855902,1.61100786,136,93.32080078,24.37949944,0.095453713
-87.0551181,32.64488496,0.042927096,-1.945420594,109,102.6786957,24.1561985,-2.023294494
-86.85937813,32.64062035,0.012225778,-2.187242562,139,104.9981003,24.05579948,-2.349237274
-86.75511504,32.64488496,0.092857657,-1.64580289,130,96.73500061,24.24969864,-1.856815808
-86.65938118,32.64062035,0.206654218,-1.18203449,123,94.06710052,24.3526001,-1.450594912
-86.5551181,32.64488496,0.164300149,-1.330669895,166,93.42639923,24.05609894,-1.580445861
-86.35937813,32.64062035,0.580165034,-0.385419813,110,90.0861969,24.35689926,-0.812233205
-86.15511657,32.64488496,1.18258564,0.248878072,145,87.84179688,24.27279854,-0.251802604
-86.05938271,32.64062035,1.885988219,0.686116633,163,91.60820007,23.7798996,0.196884728
-85.85511352,32.64488496,2.732441057,1.041138904,138,95.63710022,23.89410019,0.361265961
-85.75937965,32.64062035,2.132054553,0.802922486,169,91.92299652,23.87220001,0.110854212
-85.25511504,32.64488496,6.720089974,1.919872664,222,90.87770081,23.73849869,0.955697772
-85.05938271,32.64062035,5.330591653,1.692048088,163,90.69829559,24.16659927,0.487737409
-84.95511199,32.64488496,4.558187338,1.538626389,178,90.94210052,24.06830025,0.284071691
-84.85937813,32.64062035,4.445148088,1.51406031,206,91.46559906,23.82439995,0.248790938
-87.75511504,32.74488496,0.181669051,-1.267022476,60,95.12239838,24.47329903,-1.061187469
-87.65938118,32.74062035,0.733949806,-0.181582064,78,92.17379761,24.52159882,0.000784467
-87.5551181,32.74488496,0.133701652,-1.453709967,75,91.47619629,24.56839943,-1.330704708
-87.05938271,32.74062035,0.233164884,-1.099117765,132,101.2368011,23.94809914,-1.156537367
-86.45511199,32.74488496,0.210997291,-1.167971078,140,92.38179779,24.19479942,-1.550575041
-86.25937965,32.74062035,0.699828237,-0.223358278,136,91.10900116,24.14239883,-0.706288469
-85.85511352,32.74488496,1.915159647,0.700698421,154,92.46239471,23.70839882,0.040935313
-85.15938118,32.74062035,4.55409834,1.537748195,188,90.45639801,23.86240005,0.429204266
-84.75511504,32.74488496,4.794547554,1.588121841,237,91.51539612,23.16749954,0.334602335
-84.65938118,32.74062035,3.325830428,1.231343903,235,92.38479614,23.14779854,-0.093004412
-87.85937813,32.84062035,1.837382242,0.661337702,51,95.64279938,24.36849976,0.887474139
-87.25511504,32.84488496,0.397186489,-0.698790094,69,103.2748947,24.49440002,-0.837091157
-86.9593766,32.84062035,0.070992806,-1.766133792,135,100.1156998,24.03639984,-1.925562857
-86.65511657,32.84488496,0.179743969,-1.27388049,189,90.58699799,23.61689949,-1.441560224
-86.25937965,32.84062035,1.40356045,0.407835929,178,95.05619812,23.6738987,-0.036870458
-86.15511657,32.84488496,0.845323794,-0.056227771,207,96.57389832,23.47189903,-0.523578632
-86.05938271,32.84062035,1.881771443,0.683991113,196,92.33269501,23.52750015,0.170451616
-85.75511504,32.84488496,3.247479656,1.208207721,205,84.81510162,23.45809937,0.569879003
-85.65938118,32.84062035,4.393959859,1.502734242,208,85.78820038,23.47119904,0.797150077
-85.45511199,32.84488496,3.904300462,1.387368899,253,89.34279633,23.10630035,0.610801162
-85.35937813,32.84062035,5.0380105,1.636665942,236,89.52919769,23.21619987,0.767574155
-84.75511504,32.84488496,6.248637387,1.848240205,320,91.80500031,22.63729858,0.692763764
-87.65938118,32.94062035,1.550201979,0.500897692,58,90.23509979,24.56040001,0.595586311
-87.5551181,32.94488496,0.549605088,-0.431390657,103,92.5542984,24.09819984,-0.30050631
-87.4593766,32.94062035,1.273748238,0.317542944,130,96.40869904,24.06799889,0.398512356
-87.35511352,32.94488496,0.78271264,-0.124755567,130,99.55699921,24.16249847,-0.134849129
-86.9593766,32.94062035,0.021851019,-2.104956135,157,100.4815979,23.98489952,-2.284673454
-86.85511352,32.94488496,0.009832855,-2.208795572,163,98.61579895,23.92569923,-2.423105868
-86.75937965,32.94062035,0.072986572,-1.754541305,203,95.34130096,23.78179932,-1.951387891
-86.65511657,32.94488496,0.493067842,-0.522446482,200,93.25650024,23.71220016,-0.757295815
-86.25937965,32.94062035,1.542537608,0.496242368,167,94.91099548,23.57889938,0.021021187
-86.15511657,32.94488496,1.412232362,0.413586945,201,95.07239532,23.42289925,-0.080282108
-85.75937965,32.94062035,2.925987496,1.107237483,219,87.21250153,23.4333992,0.428917609
-85.45511199,32.94488496,4.043213224,1.421471628,233,88.98490143,23.13739967,0.589117705
-85.25937965,32.94062035,4.919413005,1.613312996,207,89.78109741,23.34569931,0.594641945
-85.15511657,32.94488496,4.73386373,1.575646092,202,90.00099945,23.43129921,0.465118543
-85.05938271,32.94062035,5.502509621,1.723214644,230,89.72879791,23.35849953,0.579930073
-87.75511504,33.04488496,1.866340061,0.676173978,68,92.06169891,24.42650032,0.793253846
-87.65938118,33.04062035,1.821713982,0.653217487,40,90.31389618,24.59490013,0.690341918
-87.25511504,33.04488496,0.855535492,-0.045483371,129,103.4182968,24.16409874,-0.172049755
-87.15938118,33.04062035,0.081932102,-1.704121729,120,106.5776978,24.20030022,-1.909968921
-86.65511657,33.04488496,0.195149048,-1.220274804,164,95.93789673,23.84249878,-1.556652739
-86.4593766,33.04062035,0.067092904,-1.789205313,169,91.40609741,23.65950012,-2.174600266
-86.15511657,33.04488496,1.329883037,0.357592649,244,94.83119965,23.03019905,-0.081859859
-86.05938271,33.04062035,1.772401842,0.627222014,245,90.03749847,23.0929985,0.152057194
-85.95511199,33.04488496,2.020444985,0.751625965,221,86.35350037,23.27289963,0.189909431
-85.85937813,33.04062035,2.708726958,1.032731341,226,87.3647995,23.3057003,0.402948399
-85.65511657,33.04488496,2.556418901,0.976978938,230,87.97119904,23.22779846,0.225871328
-85.35937813,33.04062035,3.883140586,1.3820706,254,88.9937973,23.09560013,0.467649601
-85.15511657,33.04488496,5.972088054,1.803702542,206,89.74089813,23.35009956,0.671107127
-84.9593766,33.04062035,4.899410834,1.609320072,239,89.58029938,22.96640015,0.428769867
-84.85511352,33.04488496,6.842002397,1.937590263,256,86.78759766,22.85219955,0.730836808
-84.75937965,33.04062035,4.955035718,1.620384918,275,83.95639801,22.90139961,0.370844634
-87.55938271,33.14062035,1.156807039,0.228574408,59,89.85969543,24.42720032,0.219033739
-87.45511199,33.14488496,1.55332688,0.502789549,110,92.18930054,24.28839874,0.478054841
-87.05938271,33.14062035,1.162636942,0.233202345,148,107.7868958,24.07169914,-0.033858194
-86.65511657,33.14488496,0.565096168,-0.407823635,174,98.65480042,23.9075985,-0.805209123
-86.35937813,33.14062035,0.979813991,0.076788795,159,96.41619873,23.60589981,-0.436911579
-86.25511504,33.14488496,0.446942644,-0.603411337,207,96.48149872,23.40909958,-1.118703886
-85.9593766,33.14062035,1.875893806,0.681020856,265,91.43809509,23.05209923,0.114177795
-85.75511504,33.14488496,3.119581621,1.16925142,312,90.98739624,22.41659927,0.610318826
-85.65938118,33.14062035,3.825609168,1.367521541,299,88.72650146,22.61529922,0.722244062
-85.5551181,33.14488496,4.235047826,1.466732643,242,86.55220032,23.21049881,0.631178591
-85.35937813,33.14062035,4.219994864,1.463254213,261,88.64599609,22.8151989,0.563194422
-87.85511352,33.24488496,3.531979847,1.289777912,95,97.02529907,24.01249886,1.431949403
-87.75937965,33.24062035,2.401383653,0.91684404,99,97.4375,24.18280029,0.985272951
-87.45511199,33.24488496,1.145113907,0.219227017,85,89.31869507,24.3640995,0.146381208
-87.35937813,33.24062035,2.081933677,0.780211492,146,95.67449951,24.17329979,0.687995306
-86.95511199,33.24488496,0.594229203,-0.364953109,151,103.8223953,24.13059998,-0.715050328
-86.75937965,33.24062035,0.216445553,-1.150604082,209,103.5777969,24.09359932,-1.564565103
-86.65511657,33.24488496,0.361993101,-0.772205322,179,104.2919006,24.04920006,-1.262787547
-86.35937813,33.24062035,0.262660865,-1.014287139,188,98.03019714,23.63669968,-1.563984103
-86.0551181,33.24488496,1.358253458,0.377239458,298,97.2602005,23.08429909,-0.192682588
-85.55938271,33.24062035,3.257058872,1.211065255,278,89.67209625,22.61260033,0.44249359
-85.45511199,33.24488496,2.941266525,1.112274049,300,89.07859802,22.34669876,0.3356455
-84.65938118,33.24062035,5.781435111,1.771800799,250,92.28279877,22.70699883,0.331618031
-87.9593766,33.34062035,4.253116204,1.470891957,99,93.46479797,23.94319916,1.663211697
-87.85511352,33.34488496,2.664198329,1.016750658,121,95.16099548,23.86229897,1.173772498
-87.65938118,33.34062035,2.360874805,0.900516899,116,94.38669586,23.98390007,0.944267493
-87.35511352,33.34488496,2.39904276,0.915907763,158,99.33919525,24.01280022,0.793116715
-87.25937965,33.34062035,1.59620862,0.528395537,156,103.6353989,24.12779999,0.310713882
-86.75511504,33.34488496,0.225341864,-1.12287876,206,111.3115997,24.13249969,-1.631313863
-86.65938118,33.34062035,1.10459572,0.186144009,213,111.7686996,24.08249855,-0.364985581
-86.15511657,33.34488496,0.730464272,-0.185770371,191,93.96229553,23.3443985,-0.822292649
-85.9593766,33.34062035,0.964817549,0.062803469,341,98.79129791,22.55439949,-0.497105606
-85.5551181,33.34488496,3.313687311,1.22779303,269,91.11509705,22.77099991,0.374499795
-85.35937813,33.34062035,3.449015558,1.266670257,351,90.54669952,22.07839966,0.456433101
-85.15511657,33.34488496,4.602287862,1.548049169,290,89.47969818,22.53699875,0.489550998
-84.75937965,33.34062035,7.261367397,1.996245703,287,94.99949646,22.64589882,0.605475852
-87.65511657,33.44488496,3.972653763,1.404294817,94,94.48659515,23.85139847,1.414246398
-87.4593766,33.44062035,3.022579921,1.138659558,162,104.0458984,23.81909943,1.040611986
-87.35511352,33.44488496,2.19455239,0.830537787,124,108.9947968,23.86660004,0.616950364
-86.75937965,33.44062035,0.13163831,-1.462578132,219,110.9766006,24.21789932,-2.009224675
-86.5551181,33.44488496,0.281591711,-0.963404062,250,108.9207001,23.75860023,-1.521122265
-86.4593766,33.44062035,1.059743647,0.148198987,178,103.9566956,23.48460007,-0.434807031
-86.35511352,33.44488496,0.448002475,-0.601475476,144,98.42299652,23.3837986,-1.219143975
-86.15938118,33.44062035,0.940997672,0.040179553,221,92.73899841,23.10299873,-0.562761246
-85.75511504,33.44488496,2.982165589,1.125632463,312,93.78859711,22.06849861,0.491598894
-85.65938118,33.44062035,2.649123348,1.011282078,306,92.03309631,22.33779907,0.279575907
-85.5551181,33.44488496,3.389894767,1.249871583,332,92.41809845,21.88570023,0.5381421
-85.05938271,33.44062035,6.311662424,1.858118586,290,96.79229736,22.4951992,0.656746619
-84.65511657,33.44488496,6.867581169,1.94126813,283,97.41899872,22.74029922,0.402371115
-87.85937813,33.54062035,3.573342975,1.30110214,139,89.7213974,23.22109985,1.541092976
-87.75511504,33.54488496,4.06106024,1.425769907,117,91.65019989,23.47219849,1.544470324
-87.55938271,33.54062035,2.938571916,1.111387641,127,98.13859558,23.55869865,1.084221776
-86.0551181,33.54488496,0.645611147,-0.293551065,154,92.52089691,23.38939857,-1.0881832
-85.55938271,33.54062035,3.24877042,1.20859324,316,90.31240082,22.10059929,0.431774101
-85.15511657,33.54488496,4.38100603,1.499847582,321,99.5739975,22.23849869,0.370918008
-84.9593766,33.54062035,6.081107555,1.821497471,322,99.76169586,22.50289917,0.513468773
-84.75511504,33.54488496,7.596784765,2.040802679,269,99.04889679,22.729599,0.519547171
-84.65938118,33.54062035,6.586431218,1.900080282,306,99.00219727,22.7057991,0.338936226
-87.65938118,33.64062035,3.225551392,1.201635492,127,92.78579712,23.31079865,1.263504933
-87.5551181,33.64488496,3.873036965,1.379530781,170,97.22769928,23.07159996,1.426121463
-87.4593766,33.64062035,2.778374742,1.057225809,177,100.3334961,23.28959846,1.005233068
-87.15511657,33.64488496,2.838499819,1.077899185,143,99.48149872,23.67879868,0.782969474
-87.05938271,33.64062035,1.794881212,0.639156151,115,102.6632004,23.55920029,0.277507675
-86.65511657,33.64488496,1.174867214,0.242842027,289,111.6465988,23.55430031,-0.287495576
-85.85937813,33.64062035,2.21158598,0.83793386,272,80.46829987,21.83790016,0.304197497
-85.45511199,33.64488496,4.300312597,1.481675583,305,89.93489838,22.35770035,0.550121937
-85.15938118,33.64062035,4.134265687,1.443209921,359,101.4309998,22.10309982,0.317272009
-85.0551181,33.64488496,5.285307842,1.683674475,321,103.7101974,22.22900009,0.425854092
-84.85937813,33.64062035,5.625859168,1.744992611,316,100.7109985,22.52299881,0.316777584
-84.75511504,33.64488496,8.206219186,2.117004534,267,102.5683975,22.7567997,0.531964204
-87.75511504,33.74488496,3.361843693,1.241801306,145,90.46749878,23.23880005,1.351950249
-87.65938118,33.74062035,3.159865746,1.181686012,172,94.13399506,23.04940033,1.270544839
-87.45511199,33.74488496,3.171087904,1.185122622,165,100.867897,23.26859856,1.085871022
-87.05938271,33.74062035,1.692991494,0.583885451,149,100.3186951,23.44459915,0.240428878
-86.95511199,33.74488496,1.727805999,0.60311634,131,102.6511002,23.44319916,0.176020726
-86.55938271,33.74062035,1.386294864,0.396286354,326,114.0186996,23.15399933,-0.146525719
-86.45511199,33.74488496,0.979356843,0.076365348,273,110.3386993,23.13689995,-0.539468991
-86.35937813,33.74062035,0.892780516,-0.007245671,212,107.3050995,23.21489906,-0.712700797
-86.25511504,33.74488496,1.279177034,0.321486969,229,104.9129944,22.99979973,-0.387701031
-86.15938118,33.74062035,1.182785251,0.249033691,194,101.0922012,23.12899971,-0.537936181
-86.0551181,33.74488496,1.2540857,0.303126466,161,95.7826004,23.27939987,-0.562763188
-85.85937813,33.74062035,2.70974276,1.033092935,208,87.49859619,23.1086998,0.158965283
-85.75511504,33.74488496,2.097801019,0.787457324,301,90.55099487,22.08769989,0.05412454
-85.55938271,33.74062035,3.000386777,1.13152687,381,92.01439667,21.49339867,0.412842811
-85.35511352,33.74488496,4.224827372,1.464372226,309,89.98609924,22.0564003,0.48247328
-85.15938118,33.74062035,3.973209309,1.404431217,397,97.98199463,22.11459923,0.284986467
-84.65511657,33.74488496,8.042170789,2.097056826,305,103.3587952,22.71349907,0.430125165
-87.95511199,33.84488496,2.456293514,0.938558363,146,94.30939484,23.04049873,1.118593827
-87.75937965,33.84062035,3.662732455,1.32514541,145,95.22249603,23.02079964,1.408696865
-87.5551181,33.84488496,3.463790976,1.270824859,202,103.639595,22.85949898,1.26229493
-87.25937965,33.84062035,3.121081805,1.169717267,128,103.6598969,23.34619904,0.881321784
-87.15511657,33.84488496,2.586917049,0.988394458,129,102.2468948,23.42959976,0.637840573
-87.05938271,33.84062035,2.486526262,0.950315764,123,101.9402008,23.36909866,0.557740951
-86.75511504,33.84488496,2.73036366,1.040405205,149,107.4241943,23.24729919,0.482270997
-86.65938118,33.84062035,1.263064314,0.309735337,169,108.5247955,23.18179893,-0.284155347
-86.5551181,33.84488496,1.105323674,0.18674814,252,109.0164948,22.89019966,-0.370745344
-86.25937965,33.84062035,0.637146932,-0.304968042,182,106.4584961,23.11299896,-1.10312535
-86.15511657,33.84488496,1.997210933,0.740608335,185,102.843399,23.13159943,-0.102757052
-85.85937813,33.84062035,2.822603365,1.072474783,193,89.44120026,23.20949936,0.122941432
-85.65511657,33.84488496,2.694354331,1.027601072,290,92.31679535,22.39830017,0.12324722
-85.55938271,33.84062035,3.556282045,1.296446797,306,94.26459503,22.07959938,0.381989431
-85.25511504,33.84488496,4.30628846,1.483032716,333,92.83269501,22.19400024,0.370909576
-84.75937965,33.84062035,6.501205444,1.887252275,295,102.3967972,22.61159897,0.277619909
-84.65511657,33.84488496,6.809124571,1.93284294,283,102.4194946,22.64909935,0.232696774
-87.55938271,33.94062035,2.339145526,0.891647784,175,104.8908005,22.87339973,0.825011091
-87.25511504,33.94488496,3.536872519,1.291124114,168,105.4367981,22.83599854,1.06407981
-87.15938118,33.94062035,2.822332667,1.072382156,177,104.9609985,22.81999969,0.806852799
-86.75511504,33.94488496,2.400493304,0.916488034,254,108.8106003,22.52629852,0.502082171
-86.4593766,33.94062035,1.384729838,0.395232828,288,103.3200989,22.70279884,-0.165574587
-86.35511352,33.94488496,0.895504816,-0.004505318,340,106.8877945,22.5087986,-0.584063969
-86.25937965,33.94062035,1.722932263,0.600446338,354,107.3022995,22.13669968,0.033777973
-85.85511352,33.94488496,2.177579146,0.823113101,208,98.50479889,22.99959946,-0.179727945
-85.4593766,33.94062035,2.415411709,0.922436492,303,96.44509888,22.36260033,-0.15652207
-85.25511504,33.94488496,4.305049627,1.482751525,276,101.074501,22.50769997,0.195522842
-85.15938118,33.94062035,4.460715898,1.517479606,306,100.262001,22.51589966,0.188698338
-84.85511352,33.94488496,6.821888209,1.934688595,286,101.2472,22.62069893,0.356163408
-84.65938118,33.94062035,7.126773186,1.977792628,314,104.4888992,22.57139969,0.267305307
-87.35937813,34.04062035,3.301945234,1.224347396,214,105.7043991,22.7098999,1.067276139
-87.25511504,34.04488496,2.558375637,0.977715273,185,104.2627945,22.83949852,0.732776137
-87.15938118,34.04062035,2.907752601,1.101193156,190,104.6987,22.60610008,0.84646259
-86.85511352,34.04488496,2.845014756,1.080113828,222,107.6231995,22.57149887,0.666313516
-86.75937965,34.04062035,2.167411551,0.818638895,178,104.4898987,22.62649918,0.333525285
-86.65511657,34.04488496,2.820691676,1.071820463,257,106.0290985,22.62520027,0.566582681
-86.55938271,34.04062035,2.288145251,0.870517019,219,105.457901,22.76939964,0.266698767
-86.45511199,34.04488496,1.452517189,0.439877606,245,104.8998947,22.83239937,-0.217533404
-86.35937813,34.04062035,1.314770715,0.346967479,289,103.5610962,22.4932003,-0.273474478
-86.15511657,34.04488496,2.10475067,0.790614428,212,104.8333969,22.83969879,-0.068450898
-85.15938118,34.04062035,4.825555128,1.594436985,277,98.01259613,22.5781002,0.21604535
-84.85511352,34.04488496,7.315454088,2.003566213,294,99.07019806,22.63949966,0.405325656
-84.75937965,34.04062035,6.731285101,1.921512811,280,103.8740005,22.69349861,0.210035526
-84.65511657,34.04488496,7.115104596,1.976176689,293,103.0619965,22.66219902,0.206317443
-87.75937965,34.14062035,1.718701349,0.598122702,190,103.3538971,22.80449867,0.592259398
-87.5551181,34.14488496,1.943326198,0.714578969,246,105.3218994,22.60359955,0.662594976
-87.35937813,34.14062035,2.578642033,0.985309962,225,104.2875977,22.63689995,0.821317096
-87.25511504,34.14488496,2.747966681,1.046605294,220,106.2913971,22.53499985,0.828803081
-86.9593766,34.14062035,3.358256108,1.240764447,235,109.1364975,22.43389893,0.874898712
-86.75511504,34.14488496,2.308899917,0.879170177,225,108.2584,22.53450012,0.379367252
-86.65938118,34.14062035,1.995820664,0.739945202,226,106.6540985,22.53619957,0.196360795
-86.5551181,34.14488496,2.761164578,1.051228737,244,105.9193954,22.59159851,0.452097286
-86.4593766,34.14062035,2.326920901,0.886623335,258,105.8500977,22.67479897,0.228090456
-86.25511504,34.14488496,1.156500774,0.228330694,292,105.0907974,22.28149986,-0.461859988
-85.25937965,34.14062035,4.569123715,1.540971413,275,96.03029633,22.60960007,0.202417314
-84.85511352,34.14488496,5.409845249,1.706536537,229,96.07109833,22.69079971,0.043393259
-84.75937965,34.14062035,6.593006323,1.901063149,260,99.73199463,22.64099884,0.176285608
-84.65511657,34.14488496,7.758166047,2.061553252,279,100.6385956,22.59399986,0.274574052
-87.95511199,34.24488496,1.797144515,0.640349869,232,101.0403976,22.63199997,0.76315192
-87.85937813,34.24062035,1.059906148,0.148339095,241,102.3874969,22.66179848,0.219148877
-87.75511504,34.24488496,1.673574154,0.572996806,261,106.8367004,22.69540024,0.572589906
-87.4593766,34.24062035,2.561878991,0.979032261,255,105.723999,22.55130005,0.857994047
-87.25511504,34.24488496,4.2651717,1.473657524,236,109.7602005,22.47789955,1.222317018
-87.15938118,34.24062035,3.395534336,1.25148625,249,111.6389008,22.34860039,0.970095079
-86.85511352,34.24488496,2.631805143,1.004962615,294,111.6921005,22.24810028,0.600142947
-86.75937965,34.24062035,2.227775681,0.844913168,270,112.5403976,22.26039886,0.36594735
-86.65511657,34.24488496,2.760415786,1.050966994,262,111.2269974,22.42469978,0.485622389
-86.25937965,34.24062035,1.426448468,0.422943774,306,107.2829971,22.46839905,-0.332039905
-86.0551181,34.24488496,2.027398056,0.754899663,330,106.5379944,22.07349968,-0.040903796
-85.75937965,34.24062035,2.691394426,1.026541265,292,106.3069992,22.25930023,-0.007882496
-85.5551181,34.24488496,3.911450339,1.389152856,182,98.38899994,22.83469963,0.102188726
-85.4593766,34.24062035,3.364521703,1.242574586,195,97.57170105,22.73849869,-0.076827198
-85.15511657,34.24488496,4.393960662,1.50273442,194,93.38739777,22.69039917,0.010503556
-84.85937813,34.24062035,5.33774987,1.693365349,249,92.41690063,22.63939857,0.04561436
-84.75511504,34.24488496,6.064141195,1.818748824,288,94.27949524,22.40909958,0.146280232
-87.9593766,34.34062035,2.143329392,0.807961098,239,103.3936996,22.64779854,0.888821628
-87.65511657,34.34488496,2.037116579,0.759457528,280,107.6417007,22.63209915,0.69426548
-86.55938271,34.34062035,3.544108311,1.293111702,305,109.0704956,22.41650009,0.680833185
-86.35511352,34.34488496,1.831332452,0.658210154,198,107.5858002,22.98929977,-0.230645288
-85.75937965,34.34062035,2.246838868,0.85306926,406,112.6450958,21.11400032,0.013976739
-85.5551181,34.34488496,2.931272568,1.108982521,226,100.9446945,22.48919868,-0.141143755
-85.4593766,34.34062035,3.690253047,1.332432784,195,98.71019745,22.73779869,-0.027066668
-85.35511352,34.34488496,2.541353612,0.971291518,261,99.74250031,22.10960007,-0.318761138
-85.15938118,34.34062035,4.480677992,1.52184702,190,90.17060089,22.71859932,0.014769038
-85.0551181,34.34488496,4.481327668,1.52198884,261,94.41659546,22.56809998,-0.016585464
-87.75937965,34.44062035,1.296604592,0.334043999,217,102.1794968,22.59789848,0.287112825
-87.65511657,34.44488496,2.00899886,0.746213361,256,103.1473007,22.54920006,0.673093349
-87.55938271,34.44062035,2.511288307,0.959843704,277,103.4794998,22.60499954,0.841764866
-87.15511657,34.44488496,3.064323395,1.151939256,190,103.558197,22.79430008,0.734783271
-86.9593766,34.44062035,2.518208266,0.962490216,204,101.7846985,22.68639946,0.477506572
-86.85511352,34.44488496,2.801746088,1.065312655,203,102.9902954,22.64559937,0.520116201
-86.65938118,34.44062035,2.166088045,0.818055017,273,108.6279984,22.35840034,0.223063356
-86.5551181,34.44488496,3.356056331,1.24012815,327,107.9135971,22.10159874,0.664403773
-86.15938118,34.44062035,1.95689583,0.721197967,240,104.248497,22.78499985,-0.23749046
-85.75511504,34.44488496,2.126397527,0.80038482,263,109.0871964,22.17219925,-0.32318874
-85.35937813,34.44062035,4.51291272,1.528859484,211,97.27510071,22.47229958,0.133397091
-85.25511504,34.44488496,4.927598017,1.614942339,228,99.14889526,22.42519951,0.154708766
-85.05938271,34.44062035,5.275871455,1.681920692,204,99.92299652,22.54109955,0.049555621
-84.95511199,34.44488496,4.119752319,1.439776434,212,97.0664978,22.53329849,-0.242812609
-84.75937965,34.44062035,6.286965109,1.854259212,244,93.51089478,22.38999939,0.101026822
-87.9593766,34.54062035,1.643634205,0.555971559,195,101.7174988,22.63939857,0.555778054
-87.75511504,34.54488496,1.025809595,0.118502417,278,102.4703979,22.5177002,0.085899858
-86.9593766,34.54062035,2.404026583,0.917900069,171,100.0849991,22.92770004,0.349809514
-86.0551181,34.54488496,3.343182693,1.236396245,320,106.9776001,21.64529991,0.405767039
-85.85937813,34.54062035,3.351623829,1.238844795,383,110.4833984,21.52929878,0.326327951
-85.5551181,34.54488496,3.517050025,1.285658783,474,129.1743011,20.01819992,0.391395915
-85.4593766,34.54062035,3.236464061,1.204911582,378,124.2780991,20.6480999,0.106388695
-85.25511504,34.54488496,5.31915365,1.68993965,312,102.504097,21.62719917,0.363951795
-85.15938118,34.54062035,4.408719028,1.506013084,275,104.6791,22.2859993,-0.030407619
-85.0551181,34.54488496,4.559993922,1.539014144,284,104.0944977,22.43659973,-0.086955895
-84.9593766,34.54062035,4.903638185,1.610165285,204,99.06719971,22.47480011,-0.107744432
-87.5551181,34.64488496,1.664781187,0.56802671,206,102.7154999,22.7737999,0.314382529
-87.4593766,34.64062035,1.943951001,0.7148847,187,103.5577011,22.77209854,0.397125197
-86.95511199,34.64488496,3.274014895,1.216103399,176,98.73040009,22.97699928,0.615808413
-86.55938271,34.64062035,3.809436682,1.363393293,208,102.5032959,22.49549866,0.618296176
-86.35511352,34.64488496,3.612911173,1.311816252,423,102.9012985,21.80999947,0.692356412
-86.05938271,34.64062035,3.855053216,1.374994056,191,106.1897964,22.71829987,0.260363167
-85.5551181,34.64488496,3.311841766,1.227252253,466,133.6707001,20.53579903,0.188781931
-85.05938271,34.64062035,4.311196582,1.484145986,360,110.9011002,22.51799965,-0.173568561
-87.95511199,34.74488496,0.958861437,0.057194215,172,104.610199,22.73309898,-0.056184167
-87.85937813,34.74062035,0.748777305,-0.16395843,139,103.672699,22.73769951,-0.338035342
-87.75511504,34.74488496,0.984532043,0.081148597,143,103.7318954,22.85519981,-0.162715691
-87.55938271,34.74062035,1.48670969,0.461662495,168,101.3484955,22.85719872,0.150740198
-87.45511199,34.74488496,2.417095797,0.923105775,175,103.5629959,22.86019897,0.548405376
-87.35937813,34.74062035,2.139552571,0.806276101,171,104.8203964,22.86450005,0.372747811
-87.15511657,34.74488496,2.821261307,1.072015477,184,103.3806,22.85879898,0.546513117
-86.35937813,34.74062035,4.190822789,1.456478507,268,102.8218994,22.30789948,0.629652585
-86.0551181,34.74488496,3.686231653,1.331371238,192,105.6634979,22.40950012,0.237145749
-85.65938118,34.74062035,3.503732585,1.281970138,449,104.8395996,20.49849892,0.424556341
-85.5551181,34.74488496,3.469715217,1.272485821,387,110.0515976,21.72830009,0.071104947
-85.4593766,34.74062035,3.594915327,1.306957639,539,121.7430954,21.04899979,0.191715804
-85.25511504,34.74488496,4.357462818,1.494579729,269,114.9590988,22.15460014,-0.078981949
-85.05938271,34.74062035,4.555806938,1.538115244,299,114.3317947,22.40849876,-0.188970093
-84.95511199,34.74488496,4.548457668,1.53653548,225,114.9041977,22.45839882,-0.32232358
-84.85937813,34.74062035,3.337547273,1.234758215,213,116.597496,22.53609848,-0.719687847
-87.95511199,34.84488496,0.773598757,-0.135134096,158,104.8660965,22.7186985,-0.28689862
